donor_id	sample_accession	disease_group	tissue_state	cell_type	refined_state	F1_CORE_mean	F1_CORE_count	F1_EXTENDED_mean	F1_EXTENDED_count	F2_CORE_mean	F2_CORE_count	F2_EXTENDED_mean	F2_EXTENDED_count	F6_CORE_mean	F6_CORE_count	F6_EXTENDED_mean	F6_EXTENDED_count	F7_CORE_mean	F7_CORE_count	F7_EXTENDED_mean	F7_EXTENDED_count
30696	GSM5277189	PsO	lesional	B_cell	B_cell_plasma	0.292526727200142	3	0.19668442353016277	3	0.11654284167609562	3	0.1353183885569524	3	0.3109633457332135	3	0.34032676484339813	3	1.4698518063891157	3	0.7952115584436492	3
30696	GSM5277189	PsO	lesional	B_cell	B_cell_unresolved	0.2986516540393968	18	0.2082670030765311	18	0.14842817084514515	18	0.15924114748072787	18	0.37046600687974374	18	0.3412358304922235	18	1.295350723772098	18	0.7301012938767405	18
30696	GSM5277189	PsO	lesional	NK_cell	T_cell_TRM_T17_like	0.30113005349342536	1	0.20020304750989418	1	0.1488679420667821	1	0.1585325060531283	1	0.43303847794122197	1	0.3071342777722363	1	1.1828525053401275	1	0.6522454552895421	1
30696	GSM5277189	PsO	lesional	NK_cell	cytotoxic_NK_T	0.2704985074159031	20	0.1803451788665898	20	0.12218976515255386	20	0.1399381991822781	20	0.31573827875992344	20	0.3069281502509772	20	1.3703837265822183	20	0.7436852395537976	20
30696	GSM5277189	PsO	lesional	T_cell	T_cell_TRM_T17_like	0.2665423623296555	100	0.1721600607397766	100	0.11901601518479754	100	0.1321723034651322	100	0.3249536172266799	100	0.3083723897087082	100	1.3933330819910814	100	0.7453378756742878	100
30696	GSM5277189	PsO	lesional	dendritic	dendritic_LAMP3_CCR7	0.27560666956440116	4	0.18672641167617746	4	0.11775792638892014	4	0.13810109529247155	4	0.31503174306746595	4	0.26584792802135493	4	0.9623849288421444	4	0.5609158692007508	4
30696	GSM5277189	PsO	lesional	dendritic	myeloid_monocyte_macrophage	0.2765986489222578	8	0.20665714128171392	8	0.14680993632978512	8	0.1624329650501117	8	0.3745006938601718	8	0.3451877620822018	8	1.2137360259948449	8	0.7152671730877916	8
30696	GSM5277189	PsO	lesional	endothelial	endothelial_activated	0.34388347889373205	15	0.2535689948948113	15	0.18547356209616545	15	0.20547919352623456	15	0.40007659246057853	15	0.3804635541215486	15	1.4082340326120675	15	0.7916484481441188	15
30696	GSM5277189	PsO	lesional	endothelial	endothelial_vascular	0.3632718536202511	126	0.254565835569913	126	0.18694026370486083	126	0.2038357976612969	126	0.41804461456217723	126	0.3737580795481812	126	1.2899641939448596	126	0.7358732973145252	126
30696	GSM5277189	PsO	lesional	fibroblast	fibroblast_homeostatic_matrix	0.3584632704340307	317	0.2621831885504232	317	0.18041011773890428	317	0.20912094650548438	317	0.4038248074359338	317	0.3520283582656759	317	1.2189582666699776	317	0.7032943013028405	317
30696	GSM5277189	PsO	lesional	fibroblast	fibroblast_inflammatory	0.3503875488732755	1	0.2686540623985331	1	0.21348030320428568	1	0.22289556936846738	1	0.4571864315498772	1	0.4084807513664022	1	1.4477424680620603	1	0.8127396849971603	1
30696	GSM5277189	PsO	lesional	keratinocyte	keratinocyte_IFN_response	0.29978542259333135	1	0.18304032255399694	1	0.10457581703635337	1	0.1310721134345276	1	0.24083913295853038	1	0.22588109750049534	1	1.1360985704621478	1	0.5828202273599218	1
30696	GSM5277189	PsO	lesional	keratinocyte	keratinocyte_basal	0.37243117999463915	599	0.2781245309478667	599	0.1768229659661746	599	0.199170395351701	599	0.46843884305164957	599	0.4405494720736022	599	1.4497859129906543	599	0.8260903922903988	599
30696	GSM5277189	PsO	lesional	keratinocyte	keratinocyte_inflammatory_T17	0.3647182528833853	1683	0.2630489918215698	1683	0.1662557934012997	1683	0.18478007706243055	1683	0.4502568104649958	1683	0.4121519176147344	1683	1.397044447054207	1683	0.7935015079974209	1683
