
08/14 17:22:41 [[1;32mNOTICE[0m] Downloading 1 item(s)
[#6ecf9c 0B/0B CN:1 DL:0B]
[#6ecf9c 0B/0B CN:1 DL:0B]

08/14 17:22:44 [[1;32mNOTICE[0m] Allocating disk space. Use --file-allocation=none to disable it. See --file-allocation option in man page for more details.
[#6ecf9c 0B/1.4GiB(0%) CN:1 DL:0B] [FileAlloc:#6ecf9c 137MiB/1.4GiB(9%)]
[#6ecf9c 208KiB/1.4GiB(0%) CN:8 DL:334KiB ETA:1h15m55s]
[#6ecf9c 496KiB/1.4GiB(0%) CN:8 DL:293KiB ETA:1h26m39s]
[#6ecf9c 688KiB/1.4GiB(0%) CN:8 DL:259KiB ETA:1h37m47s]
[#6ecf9c 912KiB/1.4GiB(0%) CN:8 DL:246KiB ETA:1h43m]
[#6ecf9c 1.1MiB/1.4GiB(0%) CN:8 DL:255KiB ETA:1h39m26s]
[#6ecf9c 1.7MiB/1.4GiB(0%) CN:8 DL:314KiB ETA:1h20m46s]
[#6ecf9c 2.1MiB/1.4GiB(0%) CN:8 DL:331KiB ETA:1h16m42s]
[#6ecf9c 2.6MiB/1.4GiB(0%) CN:8 DL:346KiB ETA:1h13m14s]
[#6ecf9c 3.2MiB/1.4GiB(0%) CN:8 DL:378KiB ETA:1h7m6s]
[#6ecf9c 4.5MiB/1.4GiB(0%) CN:8 DL:486KiB ETA:52m9s]
[#6ecf9c 5.2MiB/1.4GiB(0%) CN:8 DL:549KiB ETA:46m9s]
[#6ecf9c 5.9MiB/1.4GiB(0%) CN:8 DL:569KiB ETA:44m30s]
[#6ecf9c 6.7MiB/1.4GiB(0%) CN:8 DL:616KiB ETA:41m2s]
[#6ecf9c 7.6MiB/1.4GiB(0%) CN:8 DL:697KiB ETA:36m16s]
[#6ecf9c 8.5MiB/1.4GiB(0%) CN:8 DL:751KiB ETA:33m39s]
[#6ecf9c 9.3MiB/1.4GiB(0%) CN:8 DL:780KiB ETA:32m22s]
[#6ecf9c 9.8MiB/1.4GiB(0%) CN:8 DL:787KiB ETA:32m5s]
[#6ecf9c 10MiB/1.4GiB(0%) CN:8 DL:797KiB ETA:31m39s]
[#6ecf9c 11MiB/1.4GiB(0%) CN:8 DL:740KiB ETA:34m6s]
[#6ecf9c 11MiB/1.4GiB(0%) CN:8 DL:717KiB ETA:35m9s]
[#6ecf9c 12MiB/1.4GiB(0%) CN:8 DL:682KiB ETA:36m56s]
[#6ecf9c 12MiB/1.4GiB(0%) CN:8 DL:705KiB ETA:35m43s]
[#6ecf9c 13MiB/1.4GiB(0%) CN:8 DL:638KiB ETA:39m30s]
[#6ecf9c 13MiB/1.4GiB(0%) CN:8 DL:603KiB ETA:41m44s]
[#6ecf9c 14MiB/1.4GiB(0%) CN:8 DL:553KiB ETA:45m33s]
 *** Download Progress Summary as of Fri Aug 14 17:23:11 2026 *** 
===============================================================================
[#6ecf9c 14MiB/1.4GiB(0%) CN:8 DL:526KiB ETA:47m49s]
FILE: data/genetics/reference/gtex_v8_eqtl_significant/raw/GTEx_Analysis_v8_eQTL.tar
-------------------------------------------------------------------------------

[#6ecf9c 14MiB/1.4GiB(0%) CN:8 DL:526KiB ETA:47m49s]
[#6ecf9c 15MiB/1.4GiB(1%) CN:8 DL:495KiB ETA:50m50s]
[#6ecf9c 15MiB/1.4GiB(1%) CN:8 DL:476KiB ETA:52m49s]
[#6ecf9c 15MiB/1.4GiB(1%) CN:8 DL:459KiB ETA:54m43s]
[#6ecf9c 16MiB/1.4GiB(1%) CN:8 DL:431KiB ETA:58m18s]
[#6ecf9c 16MiB/1.4GiB(1%) CN:8 DL:395KiB ETA:1h3m38s]
[#6ecf9c 16MiB/1.4GiB(1%) CN:8 DL:378KiB ETA:1h6m26s]
[#6ecf9c 17MiB/1.4GiB(1%) CN:8 DL:350KiB ETA:1h11m43s]
[#6ecf9c 17MiB/1.4GiB(1%) CN:8 DL:328KiB ETA:1h16m28s]
[#6ecf9c 17MiB/1.4GiB(1%) CN:8 DL:320KiB ETA:1h18m20s]
[#6ecf9c 17MiB/1.4GiB(1%) CN:8 DL:305KiB ETA:1h22m19s]
[#6ecf9c 18MiB/1.4GiB(1%) CN:8 DL:296KiB ETA:1h24m38s]
[#6ecf9c 18MiB/1.4GiB(1%) CN:8 DL:272KiB ETA:1h32m19s]
[#6ecf9c 18MiB/1.4GiB(1%) CN:8 DL:248KiB ETA:1h41m3s]
[#6ecf9c 18MiB/1.4GiB(1%) CN:8 DL:224KiB ETA:1h51m53s]
[#6ecf9c 18MiB/1.4GiB(1%) CN:8 DL:225KiB ETA:1h51m9s]
[#6ecf9c 19MiB/1.4GiB(1%) CN:8 DL:216KiB ETA:1h56m9s]
[#6ecf9c 19MiB/1.4GiB(1%) CN:8 DL:206KiB ETA:2h1m22s]
[#6ecf9c 19MiB/1.4GiB(1%) CN:8 DL:209KiB ETA:1h59m41s]
