patient_id	F1	F2	F3	F4	F5	F6	F7	F8	cohort
1015	-0.9110066408838812	0.4600506235560255	0.1857021263194066	-0.08609597592318549	0.3938190384406077	-0.02429357471310887	-0.03931365629275853	-0.2182175519921505	replication
1016	-0.02893246707417155	0.18668522922453296	0.005992096423396221	-0.11280084299203604	0.16763317483486703	-0.15410803471373682	-0.12672354204384728	-0.238594163276681	replication
1021	-0.4775990326023473	-0.624411595789954	0.05793701237771436	0.28632557342341164	-0.24830569642148057	0.2322872506822151	-0.13368173892773805	0.20383688382680873	replication
1022	0.07852943322484816	-0.1535621740442665	0.03268625163940081	-0.2772253553719953	-0.039989716995847184	-0.17724149832189315	0.06578837964669779	-0.17071518974166344	replication
1024	0.4499572224182601	0.45669683320156224	-0.13440162841250058	-0.24757627553181	0.23307710166419293	0.32677710552334904	0.10948954301324451	0.22017825871179209	replication
1025	-0.2715243791399757	0.911205656246933	-0.01280170991211458	-0.14015609712772042	0.05581283227900865	0.22365269210305277	0.14402254423148425	-0.2764069625847384	replication
1026	0.2854352436937396	0.6341892659559619	-0.5029310700259334	-0.2821539089352614	0.0153864352866658	0.24608753032770592	0.3209152999324324	0.1916076348276961	replication
1027	1.326009635337059	0.7579638821702912	-0.0015360194269070306	-0.10248546135898205	0.5211923724903467	-0.6980791754173326	-0.20799800016156783	0.5195156093567191	replication
1028	0.45650177686493115	0.4325446450633248	0.10738131450374142	0.0023327503996773283	0.08853940252752229	-0.35198365805898113	-0.2658225253161255	0.03973568050612244	replication
1029	-0.2874949412834498	0.7156402902358564	-0.05918641294864208	-0.04074186037093101	-0.17352506718569866	-0.1696416369928974	0.27240315521377384	-0.0698615431277129	replication
1032	0.033119029698851506	0.2680763201113836	0.06888421679947294	0.22695127003207202	-0.022740847047652564	-0.3041687896507989	-0.18442971129549776	0.3039278396160885	replication
124001	-0.16194835803533528	0.06233844431632002	0.13524055434760968	-0.11283721922612087	-0.016065951485851167	0.04607139600706802	-0.06656641927334368	0.18320181820584103	replication
124003	-0.2865477823977543	0.472670438363962	-0.03843141460998106	-0.1681827109130876	-0.09095956526544205	0.24541841282228644	-0.008352969900832856	0.10430221823318495	replication
138005	-0.15172510445830398	0.4302372127525059	-0.0817754498978226	0.18428754358508567	-0.1890755500806779	0.07154428395726845	0.10185436094388879	0.045159563781906484	replication
23011	-0.3140501828703122	-0.3133742600270105	0.09082086438306801	0.03261796577961797	-0.6338991083882809	-0.1899751032452102	0.13235908376550273	-0.37846183944832856	replication
42001	-0.6646088020327922	-0.7093161949827842	-0.3498726564244352	-0.13178610078482544	-0.2311376470095414	0.1531447624530925	0.11412920975970234	-0.08613852071660877	replication
42005	-0.7734459297524972	-0.6337912641152685	0.12455804874373025	-0.2952599919839275	-0.03435755599409055	0.005694663380669307	0.07460841939590013	-0.15515388603702862	replication
43001	0.4123067164383093	1.004688970717961	0.33981619126426355	-0.20012211585205653	0.26239237673155785	-0.17158650591681757	0.04532909451897816	-0.24116896629161078	replication
43003	0.11803003745055493	-0.03219329050173535	0.1001026913684292	0.013645653585443446	0.35333137171918383	-0.14588751882120732	-0.024898554440075986	0.04267205778467507	replication
